school_server_code,English Beginner,English Elementary,Geometric Reasoning Part I,Geometric Reasoning Part II,Linear Equations,Proportional Reasoning,Atomic Structure,Sound,Understanding Motion,Basic Astronomy,Health and Disease,Ecosystem,Reflecting on Values,I2c
3051032-rj32,2,3,24,7,0,13,0,2,11,2,9,15,19,0
3072042-rj92,37,7,22,0,0,0,32,0,0,1,0,1,0,0
3072025-rj75,4,6,0,2,2,4,18,7,8,26,8,3,11,0
3072015-rj65,2,10,16,2,1,3,32,0,1,13,18,0,0,0
3072044-rj94,0,2,13,0,0,13,14,15,5,14,14,2,3,0
4152013-tg213,9,10,10,3,1,6,6,7,9,3,6,18,5,0
1011014-ct14,16,10,26,0,1,0,29,0,3,1,1,1,0,0
2031030-mz30,59,0,2,2,2,0,0,6,0,0,12,0,0,0
3051001-rj1,4,3,16,2,2,0,4,17,8,16,8,3,0,0
3072030-rj80,18,3,0,1,0,0,24,0,22,4,6,1,0,0
1011018-ct18,1,0,57,6,0,0,0,14,0,0,1,0,0,0
3072002-rj52,3,5,0,0,0,11,21,0,0,35,0,1,0,0
4221040-tg140,5,8,10,0,0,0,6,13,20,3,0,11,0,0
3072032-rj82,0,4,28,2,0,0,22,1,1,3,9,0,5,0
1011001-ct1,13,4,0,0,0,0,36,1,1,8,7,0,1,0
1011009-ct9,2,4,54,0,0,5,0,2,0,4,0,0,0,0
3072023-rj73,1,3,39,9,1,0,4,1,0,1,0,0,3,0
3072028-rj78,0,0,0,0,0,19,18,0,0,0,23,0,0,0
3072043-rj93,31,3,16,0,0,3,4,0,0,0,0,0,0,0
4231036-tg136,4,13,23,8,5,0,1,1,0,0,1,0,1,0
4231082-tg182,7,2,7,1,7,0,8,4,2,10,4,3,0,0
3051027-rj27,4,1,10,4,0,4,10,0,3,14,2,2,1,0
3072024-rj74,0,0,23,7,0,3,0,0,0,19,0,0,0,0
4231043-tg143,19,3,12,0,0,0,1,4,0,3,4,0,6,0
3072026-rj76,0,0,26,3,3,3,0,0,0,9,0,0,0,0
3072036-rj86,0,0,0,0,0,0,22,22,0,0,0,0,0,0
4221026-tg126,8,10,2,0,4,1,2,9,0,1,3,1,1,0
3051008-rj8,1,0,14,5,1,15,3,0,1,0,0,1,0,0
1011022-ct22,0,0,11,5,0,0,4,0,21,0,0,0,0,0
3072003-rj53,0,0,3,0,0,0,34,0,0,0,4,0,0,0
3072031-rj81,0,1,0,0,14,0,0,1,19,1,3,0,1,0
3072050-rj100,0,1,16,5,1,7,0,10,0,0,0,0,0,0
3072029-rj79,0,0,0,0,0,3,36,0,0,0,0,0,0,0
3072018-rj68,12,1,0,0,0,3,0,0,0,6,16,0,0,0
3072014-rj64,0,0,0,0,0,0,0,19,0,0,19,0,0,0
1011011-ct11,33,0,3,0,0,0,0,0,0,0,0,0,0,0
3051013-rj13,9,0,3,9,0,0,15,0,0,0,0,0,0,0
3051026-rj26,9,1,1,0,0,16,1,1,1,2,1,1,1,0
3051004-rj4,5,2,4,2,0,0,2,1,3,11,3,0,1,0
1011004-ct4,26,4,0,0,0,0,0,0,2,1,0,0,0,0
3072046-rj96,12,0,0,0,16,0,0,0,0,1,3,0,0,0
3051030-rj30,0,0,0,0,0,3,25,0,0,1,2,0,0,0
3051006-rj6,0,0,0,0,0,0,1,0,0,28,1,0,1,0
4231084-tg184,0,1,0,0,0,0,24,0,0,0,0,5,0,0
4231079-tg179,6,5,5,2,2,0,1,1,4,3,0,0,0,0
3051028-rj28,5,5,5,2,2,0,1,1,4,4,0,0,0,0
3072008-rj58,0,0,0,0,0,0,1,0,0,0,27,0,0,0
4231046-tg146,10,10,0,0,2,0,0,1,1,0,0,3,1,0
4141038-tg138,6,5,4,2,2,0,1,1,4,3,0,0,0,0
3051041-rj41,5,5,4,2,2,0,1,1,4,3,0,0,0,0
